subject,version,character,act,event,position,coherence,lag,plot,response,rt,error,abs_error,condition,exclusion
420,9,Sandra,1,A,30,coherent,long,sideplot,15,3508.4,-15,15,coherent-long,include
420,9,Sandra,1,A,31,coherent,long,sideplot,23,3517.9,-8,8,coherent-long,include
420,9,Johnny,2,B,117,unrelated,long,sideplot,98,4179.7,-19,19,unrelated-long,include
420,9,Sandra,1,A,25,coherent,long,sideplot,104,6267.2,79,79,coherent-long,include
420,9,Charles,1,B,23,mainplot,mainplot,mainplot,24,5049.8,1,1,mainplot,include
420,9,Charles,1,A,6,mainplot,mainplot,mainplot,11,4820.4,5,5,mainplot,include
420,9,Beatrice,1,A,61,coherent,short,sideplot,38,3580,-23,23,coherent-short,include
420,9,Charles,1,E,65,mainplot,mainplot,mainplot,83,4028,18,18,mainplot,include
420,9,Charles,2,D,125,mainplot,mainplot,mainplot,133,7043.5,8,8,mainplot,include
420,9,Charles,1,A,8,mainplot,mainplot,mainplot,137,9411.1,129,129,mainplot,include
420,9,Charles,2,C,106,mainplot,mainplot,mainplot,106,6350.9,0,0,mainplot,include
420,9,Charles,1,E,71,mainplot,mainplot,mainplot,67,8020,-4,4,mainplot,include
420,9,Charles,2,B,94,mainplot,mainplot,mainplot,99,2963.5,5,5,mainplot,include
420,9,Sandra,1,A,32,coherent,long,sideplot,16,5580.3,-16,16,coherent-long,include
420,9,Charles,1,A,2,mainplot,mainplot,mainplot,7,4956.3,5,5,mainplot,include
420,9,Charles,1,D,50,mainplot,mainplot,mainplot,68,2756.1,18,18,mainplot,include
420,9,Charles,1,B,17,mainplot,mainplot,mainplot,61,5339.9,44,44,mainplot,include
420,9,Melvin,1,A,41,unrelated,short,sideplot,110,2507.9,69,69,unrelated-short,include
420,9,Charles,2,D,128,mainplot,mainplot,mainplot,136,2717.9,8,8,mainplot,include
420,9,Charles,1,B,19,mainplot,mainplot,mainplot,17,3795.9,-2,2,mainplot,include
420,9,Sandra,1,A,26,coherent,long,sideplot,17,2819.9,-9,9,coherent-long,include
420,9,Charles,2,D,123,mainplot,mainplot,mainplot,136,2716,13,13,mainplot,include
420,9,Johnny,1,A,9,unrelated,long,sideplot,29,2708,20,20,unrelated-long,include
420,9,Charles,2,C,110,mainplot,mainplot,mainplot,124,6101,14,14,mainplot,include
420,9,Beatrice,1,A,59,coherent,short,sideplot,39,4116.5,-20,20,coherent-short,include
420,9,Melvin,1,A,42,unrelated,short,sideplot,51,3204.2,9,9,unrelated-short,include
420,9,Beatrice,1,A,63,coherent,short,sideplot,53,3252.1,-10,10,coherent-short,include
420,9,Charles,2,A,79,mainplot,mainplot,mainplot,86,2563.8,7,7,mainplot,include
420,9,Charles,1,C,39,mainplot,mainplot,mainplot,53,4292,14,14,mainplot,include
420,9,Charles,1,A,1,mainplot,mainplot,mainplot,5,4980.7,4,4,mainplot,include
420,9,Charles,2,D,124,mainplot,mainplot,mainplot,141,3260.8,17,17,mainplot,include
420,9,Sandra,2,A,133,coherent,long,sideplot,114,3595.7,-19,19,coherent-long,include
420,9,Charles,2,E,141,mainplot,mainplot,mainplot,142,4083.9,1,1,mainplot,include
420,9,Johnny,2,B,119,unrelated,long,sideplot,110,3652.3,-9,9,unrelated-long,include
420,9,Melvin,2,B,86,unrelated,short,sideplot,102,3434.8,16,16,unrelated-short,include
420,9,Beatrice,1,A,60,coherent,short,sideplot,55,2500.7,-5,5,coherent-short,include
420,9,Sandra,2,A,131,coherent,long,sideplot,121,2236.3,-10,10,coherent-long,include
420,9,Charles,1,E,66,mainplot,mainplot,mainplot,63,4875.7,-3,3,mainplot,include
420,9,Charles,1,C,37,mainplot,mainplot,mainplot,57,5892.1,20,20,mainplot,include
420,9,Charles,1,D,51,mainplot,mainplot,mainplot,64,2852.6,13,13,mainplot,include
420,9,Johnny,2,B,115,unrelated,long,sideplot,92,4964.4,-23,23,unrelated-long,include
420,9,Beatrice,2,A,103,coherent,short,sideplot,135,2844.4,32,32,coherent-short,include
420,9,Charles,1,A,4,mainplot,mainplot,mainplot,1,4781.1,-3,3,mainplot,include
420,9,Charles,2,D,121,mainplot,mainplot,mainplot,24,5003.8,-97,97,mainplot,include
420,9,Charles,2,B,96,mainplot,mainplot,mainplot,126,2628.5,30,30,mainplot,include
420,9,Sandra,2,A,132,coherent,long,sideplot,107,2427.9,-25,25,coherent-long,include
420,9,Johnny,1,A,13,unrelated,long,sideplot,32,2307.5,19,19,unrelated-long,include
420,9,Beatrice,2,A,102,coherent,short,sideplot,139,2603.2,37,37,coherent-short,include
420,9,Charles,1,E,72,mainplot,mainplot,mainplot,71,6444,-1,1,mainplot,include
420,9,Charles,2,D,127,mainplot,mainplot,mainplot,133,4971.2,6,6,mainplot,include
420,9,Charles,1,C,33,mainplot,mainplot,mainplot,53,2524.3,20,20,mainplot,include
420,9,Beatrice,1,A,58,coherent,short,sideplot,61,5179.9,3,3,coherent-short,include
420,9,Charles,1,C,38,mainplot,mainplot,mainplot,56,2908,18,18,mainplot,include
420,9,Beatrice,1,A,64,coherent,short,sideplot,48,4707.3,-16,16,coherent-short,include
420,9,Charles,2,B,90,mainplot,mainplot,mainplot,105,2668.4,15,15,mainplot,include
420,9,Johnny,2,B,116,unrelated,long,sideplot,99,2156.2,-17,17,unrelated-long,include
420,9,Melvin,2,B,83,unrelated,short,sideplot,101,4044.6,18,18,unrelated-short,include
420,9,Beatrice,2,A,97,coherent,short,sideplot,125,2611.5,28,28,coherent-short,include
420,9,Charles,2,C,109,mainplot,mainplot,mainplot,120,2883.5,11,11,mainplot,include
420,9,Johnny,1,A,11,unrelated,long,sideplot,13,6619.8,2,2,unrelated-long,include
420,9,Charles,2,A,75,mainplot,mainplot,mainplot,107,5148.4,32,32,mainplot,include
420,9,Sandra,2,A,129,coherent,long,sideplot,12,3060.1,-117,117,coherent-long,include
420,9,Beatrice,1,A,57,coherent,short,sideplot,23,3132,-34,34,coherent-short,include
420,9,Charles,2,C,111,mainplot,mainplot,mainplot,123,3964.3,12,12,mainplot,include
420,9,Charles,2,A,78,mainplot,mainplot,mainplot,77,2724.4,-1,1,mainplot,include
420,9,Charles,2,D,122,mainplot,mainplot,mainplot,136,3467.2,14,14,mainplot,include
420,9,Charles,1,B,21,mainplot,mainplot,mainplot,5,5931.8,-16,16,mainplot,include
420,9,Charles,2,A,80,mainplot,mainplot,mainplot,90,4485.1,10,10,mainplot,include
420,9,Charles,1,A,7,mainplot,mainplot,mainplot,9,2588.3,2,2,mainplot,include
420,9,Sandra,2,A,130,coherent,long,sideplot,103,2507,-27,27,coherent-long,include
420,9,Charles,1,C,35,mainplot,mainplot,mainplot,50,3203.4,15,15,mainplot,include
420,9,Charles,1,D,49,mainplot,mainplot,mainplot,59,3092.6,10,10,mainplot,include
420,9,Charles,1,B,24,mainplot,mainplot,mainplot,13,4988.2,-11,11,mainplot,include
420,9,Charles,2,E,144,mainplot,mainplot,mainplot,144,3260.1,0,0,mainplot,include
420,9,Johnny,1,A,15,unrelated,long,sideplot,19,7180.4,4,4,unrelated-long,include
420,9,Charles,1,B,22,mainplot,mainplot,mainplot,11,2964.9,-11,11,mainplot,include
420,9,Charles,2,E,139,mainplot,mainplot,mainplot,140,2588.1,1,1,mainplot,include
420,9,Melvin,1,A,45,unrelated,short,sideplot,43,2140.6,-2,2,unrelated-short,include
420,9,Melvin,1,A,46,unrelated,short,sideplot,46,1843.2,0,0,unrelated-short,include
420,9,Beatrice,2,A,98,coherent,short,sideplot,133,2564.7,35,35,coherent-short,include
420,9,Charles,2,B,93,mainplot,mainplot,mainplot,120,3220.6,27,27,mainplot,include
420,9,Charles,2,C,112,mainplot,mainplot,mainplot,121,1876.2,9,9,mainplot,include
420,9,Charles,2,B,95,mainplot,mainplot,mainplot,119,2476.7,24,24,mainplot,include
420,9,Sandra,2,A,134,coherent,long,sideplot,112,2092.1,-22,22,coherent-long,include
420,9,Charles,2,D,126,mainplot,mainplot,mainplot,137,2860.5,11,11,mainplot,include
420,9,Charles,1,E,68,mainplot,mainplot,mainplot,62,6340.2,-6,6,mainplot,include
420,9,Melvin,1,A,43,unrelated,short,sideplot,59,1828.9,16,16,unrelated-short,include
420,9,Charles,2,E,138,mainplot,mainplot,mainplot,139,4909.3,1,1,mainplot,include
420,9,Charles,1,D,55,mainplot,mainplot,mainplot,46,2245.1,-9,9,mainplot,include
420,9,Charles,1,A,5,mainplot,mainplot,mainplot,8,4204,3,3,mainplot,include
420,9,Johnny,1,A,14,unrelated,long,sideplot,36,2596,22,22,unrelated-long,include
420,9,Beatrice,2,A,101,coherent,short,sideplot,138,2379.3,37,37,coherent-short,include
420,9,Charles,2,C,108,mainplot,mainplot,mainplot,120,2468.2,12,12,mainplot,include
420,9,Sandra,2,A,136,coherent,long,sideplot,108,2765,-28,28,coherent-long,include
420,9,Charles,1,C,34,mainplot,mainplot,mainplot,50,1532,16,16,mainplot,include
420,9,Charles,2,B,89,mainplot,mainplot,mainplot,117,1797.3,28,28,mainplot,include
420,9,Charles,2,A,74,mainplot,mainplot,mainplot,85,2244.8,11,11,mainplot,include
420,9,Beatrice,2,A,99,coherent,short,sideplot,132,2508.4,33,33,coherent-short,include
420,9,Sandra,1,A,29,coherent,long,sideplot,21,2340.6,-8,8,coherent-long,include
420,9,Charles,2,E,143,mainplot,mainplot,mainplot,140,3076.9,-3,3,mainplot,include
420,9,Charles,1,B,20,mainplot,mainplot,mainplot,8,2940,-12,12,mainplot,include
420,9,Charles,1,D,52,mainplot,mainplot,mainplot,45,2596.8,-7,7,mainplot,include
420,9,Charles,2,B,91,mainplot,mainplot,mainplot,114,2004.7,23,23,mainplot,include
420,9,Charles,1,E,67,mainplot,mainplot,mainplot,14,3740.3,-53,53,mainplot,include
420,9,Charles,1,D,56,mainplot,mainplot,mainplot,56,2508.1,0,0,mainplot,include
420,9,Johnny,2,B,120,unrelated,long,sideplot,101,2595.8,-19,19,unrelated-long,include
421,16,Charles,2,C,105,mainplot,mainplot,mainplot,122,4880.4,17,17,mainplot,include
421,16,Charles,2,E,140,mainplot,mainplot,mainplot,64,3820,-76,76,mainplot,include
421,16,Melvin,1,A,59,unrelated,short,sideplot,35,3523.3,-24,24,unrelated-short,include
421,16,Sandra,2,A,114,coherent,long,sideplot,33,3131.6,-81,81,coherent-long,include
421,16,Melvin,1,A,63,unrelated,short,sideplot,34,2068,-29,29,unrelated-short,include
421,16,Beatrice,2,B,129,unrelated,long,sideplot,53,2356.5,-76,76,unrelated-long,include
421,16,Charles,1,E,69,mainplot,mainplot,mainplot,38,2108.2,-31,31,mainplot,include
421,16,Charles,1,E,67,mainplot,mainplot,mainplot,9,2444.7,-58,58,mainplot,include
421,16,Melvin,2,B,100,unrelated,short,sideplot,25,2988,-75,75,unrelated-short,include
421,16,Sandra,2,A,116,coherent,long,sideplot,29,1899.6,-87,87,coherent-long,include
421,16,Charles,2,B,89,mainplot,mainplot,mainplot,131,1764.4,42,42,mainplot,include
421,16,Charles,2,C,106,mainplot,mainplot,mainplot,138,3452.3,32,32,mainplot,include
421,16,Charles,1,C,36,mainplot,mainplot,mainplot,33,2340.7,-3,3,mainplot,include
421,16,Charles,2,B,93,mainplot,mainplot,mainplot,137,2220.5,44,44,mainplot,include
421,16,Johnny,2,A,84,coherent,short,sideplot,34,2133,-50,50,coherent-short,include
421,16,Charles,1,A,2,mainplot,mainplot,mainplot,25,3012.1,23,23,mainplot,include
421,16,Johnny,1,A,48,coherent,short,sideplot,58,2332.3,10,10,coherent-short,include
421,16,Beatrice,1,A,27,unrelated,long,sideplot,43,1557.2,16,16,unrelated-long,include
421,16,Johnny,1,A,42,coherent,short,sideplot,63,2460.5,21,21,coherent-short,include
421,16,Melvin,1,A,58,unrelated,short,sideplot,53,1443.9,-5,5,unrelated-short,include
421,16,Beatrice,2,B,133,unrelated,long,sideplot,105,1412.6,-28,28,unrelated-long,include
421,16,Melvin,1,A,64,unrelated,short,sideplot,46,1436.6,-18,18,unrelated-short,include
421,16,Sandra,2,A,115,coherent,long,sideplot,23,4036.7,-92,92,coherent-long,include
421,16,Melvin,1,A,60,unrelated,short,sideplot,24,1284.5,-36,36,unrelated-short,include
421,16,Charles,1,C,35,mainplot,mainplot,mainplot,30,2781.7,-5,5,mainplot,include
421,16,Charles,2,E,144,mainplot,mainplot,mainplot,92,3052.9,-52,52,mainplot,include
421,16,Sandra,1,A,14,coherent,long,sideplot,37,1421.5,23,23,coherent-long,include
421,16,Beatrice,2,B,131,unrelated,long,sideplot,68,2325.6,-63,63,unrelated-long,include
421,16,Charles,2,D,127,mainplot,mainplot,mainplot,43,1468.5,-84,84,mainplot,include
421,16,Charles,2,D,122,mainplot,mainplot,mainplot,104,940.6,-18,18,mainplot,include
421,16,Beatrice,2,B,136,unrelated,long,sideplot,95,2332.2,-41,41,unrelated-long,include
421,16,Charles,1,B,21,mainplot,mainplot,mainplot,4,2332.7,-17,17,mainplot,include
421,16,Charles,2,A,78,mainplot,mainplot,mainplot,23,1773,-55,55,mainplot,include
421,16,Charles,1,B,17,mainplot,mainplot,mainplot,18,2885.6,1,1,mainplot,include
421,16,Charles,1,D,56,mainplot,mainplot,mainplot,14,1548.5,-42,42,mainplot,include
421,16,Johnny,2,A,81,coherent,short,sideplot,55,1764.7,-26,26,coherent-short,include
421,16,Charles,2,B,95,mainplot,mainplot,mainplot,131,3956.9,36,36,mainplot,include
421,16,Charles,1,B,20,mainplot,mainplot,mainplot,11,2955.9,-9,9,mainplot,include
421,16,Charles,1,E,68,mainplot,mainplot,mainplot,9,2308.8,-59,59,mainplot,include
421,16,Charles,2,A,74,mainplot,mainplot,mainplot,53,3148.3,-21,21,mainplot,include
421,16,Charles,1,A,4,mainplot,mainplot,mainplot,1,3789,-3,3,mainplot,include
421,16,Charles,2,E,139,mainplot,mainplot,mainplot,99,3485.3,-40,40,mainplot,include
421,16,Melvin,1,A,61,unrelated,short,sideplot,48,1252,-13,13,unrelated-short,include
421,16,Sandra,1,A,10,coherent,long,sideplot,24,1332.7,14,14,coherent-long,include
421,16,Charles,2,C,110,mainplot,mainplot,mainplot,124,4069.4,14,14,mainplot,include
421,16,Charles,1,D,52,mainplot,mainplot,mainplot,42,1684.9,-10,10,mainplot,include
421,16,Charles,2,B,92,mainplot,mainplot,mainplot,134,1372.2,42,42,mainplot,include
421,16,Charles,1,B,22,mainplot,mainplot,mainplot,3,3692.7,-19,19,mainplot,include
421,16,Johnny,1,A,45,coherent,short,sideplot,37,1196,-8,8,coherent-short,include
421,16,Charles,2,D,126,mainplot,mainplot,mainplot,86,1325.7,-40,40,mainplot,include
421,16,Sandra,2,A,120,coherent,long,sideplot,41,1181.4,-79,79,coherent-long,include
421,16,Charles,2,D,123,mainplot,mainplot,mainplot,57,1477.2,-66,66,mainplot,include
421,16,Melvin,2,B,104,unrelated,short,sideplot,53,1879.9,-51,51,unrelated-short,include
421,16,Beatrice,2,B,130,unrelated,long,sideplot,99,2164.1,-31,31,unrelated-long,include
421,16,Charles,1,B,19,mainplot,mainplot,mainplot,119,3236.6,100,100,mainplot,include
421,16,Charles,1,A,8,mainplot,mainplot,mainplot,38,1132.6,30,30,mainplot,include
421,16,Beatrice,1,A,26,unrelated,long,sideplot,61,1836.9,35,35,unrelated-long,include
421,16,Beatrice,2,B,134,unrelated,long,sideplot,98,2197.2,-36,36,unrelated-long,include
421,16,Johnny,2,A,82,coherent,short,sideplot,41,2245.2,-41,41,coherent-short,include
421,16,Beatrice,1,A,31,unrelated,long,sideplot,42,2869.6,11,11,unrelated-long,include
421,16,Charles,2,D,124,mainplot,mainplot,mainplot,97,1637.2,-27,27,mainplot,include
421,16,Charles,2,A,77,mainplot,mainplot,mainplot,21,2932.4,-56,56,mainplot,include
421,16,Charles,2,B,90,mainplot,mainplot,mainplot,130,2012.2,40,40,mainplot,include
421,16,Beatrice,1,A,32,unrelated,long,sideplot,55,1508.7,23,23,unrelated-long,include
421,16,Charles,1,C,39,mainplot,mainplot,mainplot,11,5285.2,-28,28,mainplot,include
421,16,Charles,1,B,18,mainplot,mainplot,mainplot,89,2796.6,71,71,mainplot,include
421,16,Charles,1,D,51,mainplot,mainplot,mainplot,24,1452.7,-27,27,mainplot,include
421,16,Sandra,1,A,11,coherent,long,sideplot,55,1765,44,44,coherent-long,include
421,16,Sandra,1,A,12,coherent,long,sideplot,12,1781.1,0,0,coherent-long,include
421,16,Charles,1,C,38,mainplot,mainplot,mainplot,15,1453.1,-23,23,mainplot,include
421,16,Charles,1,E,71,mainplot,mainplot,mainplot,36,3381.3,-35,35,mainplot,include
421,16,Sandra,2,A,117,coherent,long,sideplot,26,2068.4,-91,91,coherent-long,include
421,16,Johnny,2,A,83,coherent,short,sideplot,24,2084.7,-59,59,coherent-short,include
421,16,Charles,1,C,33,mainplot,mainplot,mainplot,34,1868.5,1,1,mainplot,include
421,16,Johnny,2,A,85,coherent,short,sideplot,60,1623,-25,25,coherent-short,include
421,16,Charles,2,D,128,mainplot,mainplot,mainplot,118,2237.6,-10,10,mainplot,include
421,16,Beatrice,1,A,25,unrelated,long,sideplot,85,1613.3,60,60,unrelated-long,include
421,16,Charles,1,D,53,mainplot,mainplot,mainplot,17,2748.6,-36,36,mainplot,include
421,16,Johnny,2,A,88,coherent,short,sideplot,52,1964,-36,36,coherent-short,include
421,16,Beatrice,2,B,135,unrelated,long,sideplot,99,1693.7,-36,36,unrelated-long,include
421,16,Charles,1,A,7,mainplot,mainplot,mainplot,5,2125,-2,2,mainplot,include
421,16,Charles,1,B,24,mainplot,mainplot,mainplot,15,2004.4,-9,9,mainplot,include
421,16,Charles,1,C,37,mainplot,mainplot,mainplot,18,3605.2,-19,19,mainplot,include
421,16,Charles,1,D,55,mainplot,mainplot,mainplot,23,1356.7,-32,32,mainplot,include
421,16,Melvin,2,B,101,unrelated,short,sideplot,18,1068.7,-83,83,unrelated-short,include
421,16,Charles,1,A,5,mainplot,mainplot,mainplot,110,2229.1,105,105,mainplot,include
421,16,Charles,1,C,40,mainplot,mainplot,mainplot,10,2790.3,-30,30,mainplot,include
421,16,Charles,2,E,143,mainplot,mainplot,mainplot,121,3084.3,-22,22,mainplot,include
421,16,Melvin,2,B,99,unrelated,short,sideplot,87,3428.9,-12,12,unrelated-short,include
421,16,Charles,1,E,70,mainplot,mainplot,mainplot,62,6668.6,-8,8,mainplot,include
421,16,Melvin,2,B,102,unrelated,short,sideplot,51,2213.9,-51,51,unrelated-short,include
421,16,Melvin,2,B,103,unrelated,short,sideplot,64,1758.1,-39,39,unrelated-short,include
421,16,Charles,2,A,76,mainplot,mainplot,mainplot,48,1445.1,-28,28,mainplot,include
421,16,Beatrice,1,A,29,unrelated,long,sideplot,50,2949,21,21,unrelated-long,include
421,16,Johnny,1,A,47,coherent,short,sideplot,93,932.2,46,46,coherent-short,include
421,16,Johnny,1,A,43,coherent,short,sideplot,64,844.6,21,21,coherent-short,include
421,16,Charles,2,B,94,mainplot,mainplot,mainplot,137,2404.1,43,43,mainplot,include
421,16,Beatrice,1,A,30,unrelated,long,sideplot,47,844.9,17,17,unrelated-long,include
421,16,Sandra,1,A,16,coherent,long,sideplot,31,2860.3,15,15,coherent-long,include
421,16,Charles,1,E,66,mainplot,mainplot,mainplot,14,4748.5,-52,52,mainplot,include
421,16,Sandra,1,A,15,coherent,long,sideplot,19,3004.7,4,4,coherent-long,include
421,16,Beatrice,1,A,28,unrelated,long,sideplot,55,1988.5,27,27,unrelated-long,include
421,16,Melvin,1,A,62,unrelated,short,sideplot,53,1732.1,-9,9,unrelated-short,include
421,16,Charles,1,A,6,mainplot,mainplot,mainplot,1,2229.3,-5,5,mainplot,include
421,16,Charles,1,D,50,mainplot,mainplot,mainplot,11,1773.3,-39,39,mainplot,include
421,16,Charles,2,C,109,mainplot,mainplot,mainplot,135,2044,26,26,mainplot,include
421,16,Johnny,2,A,87,coherent,short,sideplot,48,1837.7,-39,39,coherent-short,include
421,16,Charles,1,D,49,mainplot,mainplot,mainplot,101,1604.8,52,52,mainplot,include
421,16,Charles,2,C,112,mainplot,mainplot,mainplot,36,885.4,-76,76,mainplot,include
421,16,Charles,2,E,142,mainplot,mainplot,mainplot,116,1142.1,-26,26,mainplot,include
421,16,Charles,2,B,91,mainplot,mainplot,mainplot,130,1421.7,39,39,mainplot,include
421,16,Johnny,1,A,41,coherent,short,sideplot,50,1389.3,9,9,coherent-short,include
421,16,Beatrice,2,B,132,unrelated,long,sideplot,58,869.9,-74,74,unrelated-long,include
421,16,Charles,2,C,111,mainplot,mainplot,mainplot,123,1148.7,12,12,mainplot,include
421,16,Johnny,2,A,86,coherent,short,sideplot,45,1117.5,-41,41,coherent-short,include
421,16,Melvin,1,A,57,unrelated,short,sideplot,66,1909.5,9,9,unrelated-short,include
421,16,Charles,2,D,125,mainplot,mainplot,mainplot,101,1085.2,-24,24,mainplot,include
421,16,Charles,2,B,96,mainplot,mainplot,mainplot,116,1190.4,20,20,mainplot,include
421,16,Sandra,2,A,113,coherent,long,sideplot,80,1364.1,-33,33,coherent-long,include
421,16,Charles,2,C,107,mainplot,mainplot,mainplot,128,2309.5,21,21,mainplot,include
421,16,Sandra,1,A,13,coherent,long,sideplot,67,3908.1,54,54,coherent-long,include
421,16,Charles,1,A,3,mainplot,mainplot,mainplot,19,1957.7,16,16,mainplot,include
421,16,Charles,1,E,65,mainplot,mainplot,mainplot,44,3254,-21,21,mainplot,include
421,16,Sandra,1,A,9,coherent,long,sideplot,62,1620.5,53,53,coherent-long,include
421,16,Sandra,2,A,118,coherent,long,sideplot,47,885,-71,71,coherent-long,include
421,16,Charles,2,C,108,mainplot,mainplot,mainplot,34,1140.6,-74,74,mainplot,include
421,16,Melvin,2,B,97,unrelated,short,sideplot,88,853.5,-9,9,unrelated-short,include
421,16,Charles,1,E,72,mainplot,mainplot,mainplot,45,789.4,-27,27,mainplot,include
421,16,Charles,2,E,141,mainplot,mainplot,mainplot,109,1982.1,-32,32,mainplot,include
421,16,Charles,1,C,34,mainplot,mainplot,mainplot,22,2397.7,-12,12,mainplot,include
421,16,Johnny,1,A,44,coherent,short,sideplot,48,2701.5,4,4,coherent-short,include
421,16,Charles,2,A,73,mainplot,mainplot,mainplot,11,3164.9,-62,62,mainplot,include
421,16,Charles,2,A,79,mainplot,mainplot,mainplot,17,1500.2,-62,62,mainplot,include
421,16,Charles,2,A,75,mainplot,mainplot,mainplot,128,2533.7,53,53,mainplot,include
421,16,Charles,2,E,137,mainplot,mainplot,mainplot,113,1844.8,-24,24,mainplot,include
421,16,Charles,1,D,54,mainplot,mainplot,mainplot,10,1404.3,-44,44,mainplot,include
421,16,Charles,2,E,138,mainplot,mainplot,mainplot,122,2381.6,-16,16,mainplot,include
421,16,Charles,1,A,1,mainplot,mainplot,mainplot,112,2789.5,111,111,mainplot,include
421,16,Melvin,2,B,98,unrelated,short,sideplot,59,1236.9,-39,39,unrelated-short,include
421,16,Sandra,2,A,119,coherent,long,sideplot,46,4532.8,-73,73,coherent-long,include
421,16,Charles,2,A,80,mainplot,mainplot,mainplot,56,1364.5,-24,24,mainplot,include
421,16,Charles,1,B,23,mainplot,mainplot,mainplot,63,1509.7,40,40,mainplot,include
421,16,Johnny,1,A,46,coherent,short,sideplot,64,924.8,18,18,coherent-short,include
421,16,Charles,2,D,121,mainplot,mainplot,mainplot,54,852.5,-67,67,mainplot,include
422,13,Beatrice,2,A,132,coherent,long,sideplot,133,5336.2,1,1,coherent-long,include
422,13,Charles,2,E,138,mainplot,mainplot,mainplot,140,4267.5,2,2,mainplot,include
422,13,Melvin,2,A,104,coherent,short,sideplot,114,6371,10,10,coherent-short,include
422,13,Charles,1,C,35,mainplot,mainplot,mainplot,36,6476.8,1,1,mainplot,include
422,13,Charles,2,B,93,mainplot,mainplot,mainplot,129,6212.3,36,36,mainplot,include
422,13,Charles,1,A,2,mainplot,mainplot,mainplot,2,7347.9,0,0,mainplot,include
422,13,Charles,2,D,126,mainplot,mainplot,mainplot,99,3900.3,-27,27,mainplot,include
422,13,Charles,1,D,49,mainplot,mainplot,mainplot,4,4212.7,-45,45,mainplot,include
422,13,Sandra,1,A,9,unrelated,long,sideplot,33,5004.3,24,24,unrelated-long,include
422,13,Charles,1,B,19,mainplot,mainplot,mainplot,43,2636,24,24,mainplot,include
422,13,Charles,1,E,65,mainplot,mainplot,mainplot,74,2652.2,9,9,mainplot,include
422,13,Sandra,1,A,10,unrelated,long,sideplot,35,7388.6,25,25,unrelated-long,include
422,13,Johnny,1,A,46,unrelated,short,sideplot,35,6156.9,-11,11,unrelated-short,include
422,13,Charles,1,D,50,mainplot,mainplot,mainplot,13,4572.4,-37,37,mainplot,include
422,13,Charles,2,A,77,mainplot,mainplot,mainplot,21,5939.8,-56,56,mainplot,include
422,13,Melvin,1,A,63,coherent,short,sideplot,53,5652.3,-10,10,coherent-short,include
422,13,Melvin,1,A,59,coherent,short,sideplot,49,3011.3,-10,10,coherent-short,include
422,13,Johnny,2,B,84,unrelated,short,sideplot,96,3653.1,12,12,unrelated-short,include
422,13,Charles,1,D,51,mainplot,mainplot,mainplot,10,4205.1,-41,41,mainplot,include
422,13,Sandra,2,B,118,unrelated,long,sideplot,53,5820.2,-65,65,unrelated-long,include
422,13,Charles,2,D,123,mainplot,mainplot,mainplot,121,2691.8,-2,2,mainplot,include
422,13,Sandra,1,A,11,unrelated,long,sideplot,29,3164.6,18,18,unrelated-long,include
422,13,Charles,1,B,18,mainplot,mainplot,mainplot,38,5244.5,20,20,mainplot,include
422,13,Melvin,1,A,58,coherent,short,sideplot,45,6268.1,-13,13,coherent-short,include
422,13,Charles,1,A,1,mainplot,mainplot,mainplot,2,4860.6,1,1,mainplot,include
422,13,Charles,2,B,89,mainplot,mainplot,mainplot,115,2300.6,26,26,mainplot,include
422,13,Sandra,1,A,15,unrelated,long,sideplot,36,4077.1,21,21,unrelated-long,include
422,13,Charles,2,E,139,mainplot,mainplot,mainplot,133,4996.6,-6,6,mainplot,include
422,13,Johnny,1,A,41,unrelated,short,sideplot,53,2484.5,12,12,unrelated-short,include
422,13,Johnny,1,A,43,unrelated,short,sideplot,52,2572.1,9,9,unrelated-short,include
422,13,Melvin,2,A,102,coherent,short,sideplot,111,5637.3,9,9,coherent-short,include
422,13,Charles,1,A,4,mainplot,mainplot,mainplot,4,6380.5,0,0,mainplot,include
422,13,Charles,1,C,36,mainplot,mainplot,mainplot,4,2339.5,-32,32,mainplot,include
422,13,Charles,1,E,66,mainplot,mainplot,mainplot,2,7438.2,-64,64,mainplot,include
422,13,Melvin,1,A,62,coherent,short,sideplot,51,3924.3,-11,11,coherent-short,include
422,13,Charles,2,C,112,mainplot,mainplot,mainplot,121,3180.7,9,9,mainplot,include
422,13,Charles,2,D,122,mainplot,mainplot,mainplot,122,5492.8,0,0,mainplot,include
422,13,Charles,2,E,137,mainplot,mainplot,mainplot,131,2388.2,-6,6,mainplot,include
422,13,Charles,2,C,106,mainplot,mainplot,mainplot,115,6453.7,9,9,mainplot,include
422,13,Johnny,2,B,85,unrelated,short,sideplot,112,2459.7,27,27,unrelated-short,include
422,13,Johnny,2,B,88,unrelated,short,sideplot,113,2572.7,25,25,unrelated-short,include
422,13,Charles,2,A,76,mainplot,mainplot,mainplot,41,3515.8,-35,35,mainplot,include
422,13,Melvin,2,A,97,coherent,short,sideplot,46,4420.9,-51,51,coherent-short,include
422,13,Charles,2,E,142,mainplot,mainplot,mainplot,135,2516,-7,7,mainplot,include
422,13,Beatrice,1,A,28,coherent,long,sideplot,NA,NA,NA,NA,coherent-long,exclude
422,13,Charles,2,E,144,mainplot,mainplot,mainplot,143,8095.3,-1,1,mainplot,include
422,13,Charles,1,C,37,mainplot,mainplot,mainplot,11,3699.9,-26,26,mainplot,include
