subject,version,character_1,act_1,event_1,image_1,position_1,character_2,act_2,event_2,image_2,position_2,coherence,lag,plot,response,correct_distance,rt,stimulus,condition,trial_index,error,abs_error
325,1,Beatrice,1,A,6,14,Beatrice,2,B,6,118,unrelated,long,NA,90,103,2388,"[""<img src=\""jspsych/stimuli/beatrice1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B6.png\"" width=\""480\"" height=\""270\"">""]",across,182,-13,13
325,1,Charles,1,A,2,2,Charles,2,C,2,106,mainplot,long,NA,102,103,3932.6,"[""<img src=\""jspsych/stimuli/charles1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C2.png\"" width=\""480\"" height=\""270\"">""]",across,183,-1,1
325,1,Charles,1,E,8,72,Charles,2,A,8,80,mainplot,mainplot,NA,26,7,5987,"[""<img src=\""jspsych/stimuli/charles1E8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,184,19,19
325,1,Charles,1,E,2,66,Charles,2,A,3,75,mainplot,mainplot,NA,55,8,4388.4,"[""<img src=\""jspsych/stimuli/charles1E2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,185,47,47
325,1,Melvin,1,A,2,26,Melvin,2,A,2,130,coherent,long,NA,66,103,4954.7,"[""<img src=\""jspsych/stimuli/melvin1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A2.png\"" width=\""480\"" height=\""270\"">""]",across,186,-37,37
325,1,Charles,1,A,7,7,Charles,2,C,7,111,mainplot,long,NA,39,103,5708.5,"[""<img src=\""jspsych/stimuli/charles1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C7.png\"" width=\""480\"" height=\""270\"">""]",across,187,-64,64
325,1,Beatrice,1,A,5,13,Beatrice,2,B,5,117,unrelated,long,NA,87,103,2755.5,"[""<img src=\""jspsych/stimuli/beatrice1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B5.png\"" width=\""480\"" height=\""270\"">""]",across,188,-16,16
325,1,Melvin,1,A,1,25,Charles,1,C,1,33,coherent,long,NA,18,7,6436.6,"[""<img src=\""jspsych/stimuli/melvin1A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1C1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,189,11,11
325,1,Sandra,1,A,5,45,Sandra,2,B,5,85,unrelated,short,NA,63,39,3244,"[""<img src=\""jspsych/stimuli/sandra1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B5.png\"" width=\""480\"" height=\""270\"">""]",across,190,24,24
327,23,Charles,2,D,6,126,Johnny,2,A,6,134,unrelated,long,NA,105,7,6825,"[""<img src=\""jspsych/stimuli/charles2D6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,23,98,98
327,23,Charles,1,B,7,23,Charles,2,D,7,127,mainplot,long,NA,103,103,6658.8,"[""<img src=\""jspsych/stimuli/charles1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D7.png\"" width=\""480\"" height=\""270\"">""]",across,24,0,0
327,23,Charles,1,E,6,70,Charles,2,A,7,79,mainplot,mainplot,NA,50,8,8611.4,"[""<img src=\""jspsych/stimuli/charles1E6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A7.png\"" width=\""480\"" height=\""270\"">""]",adjacent,25,42,42
327,23,Charles,2,D,3,123,Charles,2,D,6,126,mainplot,mainplot,NA,105,2,8046.2,"[""<img src=\""jspsych/stimuli/charles2D3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D6.png\"" width=\""480\"" height=\""270\"">""]",within,26,103,103
327,23,Sandra,2,B,1,97,Charles,2,C,1,105,coherent,short,NA,13,7,4315.4,"[""<img src=\""jspsych/stimuli/sandra2B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,27,6,6
327,23,Charles,1,C,8,40,Beatrice,1,B,8,48,unrelated,short,NA,29,7,5331.4,"[""<img src=\""jspsych/stimuli/charles1C8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice1B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,28,22,22
327,23,Melvin,1,B,4,12,Melvin,2,B,1,113,coherent,long,NA,15,100,6634.8,"[""<img src=\""jspsych/stimuli/melvin1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B1.png\"" width=\""480\"" height=\""270\"">""]",across,29,-85,85
327,23,Charles,1,D,3,51,Charles,1,D,7,55,mainplot,mainplot,NA,26,3,7899,"[""<img src=\""jspsych/stimuli/charles1D3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1D7.png\"" width=\""480\"" height=\""270\"">""]",within,30,23,23
327,23,Melvin,1,B,8,16,Charles,1,B,8,24,coherent,long,NA,92,7,9379.4,"[""<img src=\""jspsych/stimuli/melvin1B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,31,85,85
327,23,Melvin,1,B,7,15,Melvin,2,B,7,119,coherent,long,NA,103,103,5558.6,"[""<img src=\""jspsych/stimuli/melvin1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B7.png\"" width=\""480\"" height=\""270\"">""]",across,32,0,0
327,23,Melvin,1,B,5,13,Melvin,2,B,7,119,coherent,long,NA,122,105,2643.6,"[""<img src=\""jspsych/stimuli/melvin1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B7.png\"" width=\""480\"" height=\""270\"">""]",across,33,17,17
327,23,Charles,1,C,7,39,Charles,2,E,7,143,mainplot,long,NA,97,103,7484.2,"[""<img src=\""jspsych/stimuli/charles1C7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E7.png\"" width=\""480\"" height=\""270\"">""]",across,34,-6,6
327,23,Johnny,1,B,5,29,Johnny,2,A,5,133,unrelated,long,NA,115,103,7667.8,"[""<img src=\""jspsych/stimuli/johnny1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A5.png\"" width=\""480\"" height=\""270\"">""]",across,35,12,12
327,23,Charles,1,A,2,2,Charles,2,E,5,141,mainplot,mainplot,NA,95,138,7835.3,"[""<img src=\""jspsych/stimuli/charles1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E5.png\"" width=\""480\"" height=\""270\"">""]",random,36,-43,43
327,23,Johnny,1,B,4,28,Johnny,2,A,2,130,unrelated,long,NA,93,101,7452.7,"[""<img src=\""jspsych/stimuli/johnny1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A2.png\"" width=\""480\"" height=\""270\"">""]",across,37,-8,8
327,23,Johnny,1,B,3,27,Johnny,2,A,7,135,unrelated,long,NA,115,107,5041,"[""<img src=\""jspsych/stimuli/johnny1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A7.png\"" width=\""480\"" height=\""270\"">""]",across,38,8,8
327,23,Charles,1,E,4,68,Charles,2,A,5,77,mainplot,mainplot,NA,28,8,5124.1,"[""<img src=\""jspsych/stimuli/charles1E4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A5.png\"" width=\""480\"" height=\""270\"">""]",adjacent,39,20,20
327,23,Johnny,1,B,7,31,Johnny,2,A,2,130,unrelated,long,NA,136,98,5292,"[""<img src=\""jspsych/stimuli/johnny1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A2.png\"" width=\""480\"" height=\""270\"">""]",across,40,38,38
327,23,Johnny,1,B,6,30,Charles,1,C,6,38,unrelated,long,NA,44,7,6107.2,"[""<img src=\""jspsych/stimuli/johnny1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1C6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,41,37,37
327,23,Melvin,1,B,5,13,Melvin,2,B,5,117,coherent,long,NA,116,103,3604.2,"[""<img src=\""jspsych/stimuli/melvin1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B5.png\"" width=\""480\"" height=\""270\"">""]",across,42,13,13
327,23,Charles,1,B,1,17,Johnny,1,B,1,25,unrelated,long,NA,97,7,4164.1,"[""<img src=\""jspsych/stimuli/charles1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny1B1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,43,90,90
327,23,Sandra,1,B,7,63,Sandra,2,B,2,98,coherent,short,NA,89,34,6476,"[""<img src=\""jspsych/stimuli/sandra1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B2.png\"" width=\""480\"" height=\""270\"">""]",across,44,55,55
327,23,Charles,1,E,2,66,Charles,2,A,3,75,mainplot,mainplot,NA,49,8,9299.7,"[""<img src=\""jspsych/stimuli/charles1E2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,45,41,41
327,23,Charles,1,B,6,22,Charles,1,B,7,23,mainplot,mainplot,NA,0,0,4762.9,"[""<img src=\""jspsych/stimuli/charles1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B7.png\"" width=\""480\"" height=\""270\"">""]",within,46,0,0
327,23,Charles,1,A,2,2,Charles,2,C,2,106,mainplot,long,NA,59,103,5396.1,"[""<img src=\""jspsych/stimuli/charles1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C2.png\"" width=\""480\"" height=\""270\"">""]",across,47,-44,44
327,23,Beatrice,1,B,1,41,Beatrice,2,A,4,84,unrelated,short,NA,122,42,6411.3,"[""<img src=\""jspsych/stimuli/beatrice1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A4.png\"" width=\""480\"" height=\""270\"">""]",across,48,80,80
327,23,Sandra,1,B,7,63,Sandra,2,B,5,101,coherent,short,NA,105,37,6178.6,"[""<img src=\""jspsych/stimuli/sandra1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B5.png\"" width=\""480\"" height=\""270\"">""]",across,49,68,68
327,23,Melvin,1,B,2,10,Melvin,2,B,2,114,coherent,long,NA,101,103,4131.8,"[""<img src=\""jspsych/stimuli/melvin1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B2.png\"" width=\""480\"" height=\""270\"">""]",across,50,-2,2
327,23,Beatrice,1,B,7,47,Beatrice,2,A,7,87,unrelated,short,NA,114,39,4444.8,"[""<img src=\""jspsych/stimuli/beatrice1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A7.png\"" width=\""480\"" height=\""270\"">""]",across,51,75,75
327,23,Charles,2,E,4,140,Charles,2,E,7,143,mainplot,mainplot,NA,0,2,5716,"[""<img src=\""jspsych/stimuli/charles2E4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E7.png\"" width=\""480\"" height=\""270\"">""]",within,52,-2,2
327,23,Charles,1,D,2,50,Charles,2,A,1,73,mainplot,mainplot,NA,71,22,7188.3,"[""<img src=\""jspsych/stimuli/charles1D2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A1.png\"" width=\""480\"" height=\""270\"">""]",random,53,49,49
327,23,Charles,2,C,3,107,Charles,2,C,5,109,mainplot,mainplot,NA,0,1,9019.4,"[""<img src=\""jspsych/stimuli/charles2C3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C5.png\"" width=\""480\"" height=\""270\"">""]",within,54,-1,1
327,23,Charles,1,E,8,72,Charles,2,C,8,112,mainplot,short,NA,107,39,5331.2,"[""<img src=\""jspsych/stimuli/charles1E8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C8.png\"" width=\""480\"" height=\""270\"">""]",across,55,68,68
327,23,Melvin,1,B,1,9,Melvin,2,B,6,118,coherent,long,NA,88,108,9020.2,"[""<img src=\""jspsych/stimuli/melvin1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B6.png\"" width=\""480\"" height=\""270\"">""]",across,56,-20,20
327,23,Beatrice,2,A,3,83,Charles,2,B,3,91,unrelated,short,NA,42,7,7126.3,"[""<img src=\""jspsych/stimuli/beatrice2A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,57,35,35
327,23,Johnny,1,B,8,32,Johnny,2,A,4,132,unrelated,long,NA,110,99,4492.7,"[""<img src=\""jspsych/stimuli/johnny1B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A4.png\"" width=\""480\"" height=\""270\"">""]",across,58,11,11
327,23,Beatrice,1,B,6,46,Beatrice,2,A,4,84,unrelated,short,NA,106,37,4540,"[""<img src=\""jspsych/stimuli/beatrice1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A4.png\"" width=\""480\"" height=\""270\"">""]",across,59,69,69
327,23,Charles,2,D,1,121,Johnny,2,A,1,129,unrelated,long,NA,48,7,4196.1,"[""<img src=\""jspsych/stimuli/charles2D1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,60,41,41
327,23,Melvin,1,B,7,15,Melvin,2,B,5,117,coherent,long,NA,130,101,4115.7,"[""<img src=\""jspsych/stimuli/melvin1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B5.png\"" width=\""480\"" height=\""270\"">""]",across,61,29,29
327,23,Sandra,1,B,8,64,Sandra,2,B,3,99,coherent,short,NA,94,34,5323.3,"[""<img src=\""jspsych/stimuli/sandra1B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B3.png\"" width=\""480\"" height=\""270\"">""]",across,62,60,60
327,23,Charles,1,A,8,8,Melvin,1,B,8,16,coherent,long,NA,54,7,7995.7,"[""<img src=\""jspsych/stimuli/charles1A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin1B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,63,47,47
327,23,Beatrice,2,A,3,83,Beatrice,2,A,8,88,unrelated,short,NA,19,4,5171.9,"[""<img src=\""jspsych/stimuli/beatrice2A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A8.png\"" width=\""480\"" height=\""270\"">""]",within,64,15,15
327,23,Sandra,1,B,3,59,Sandra,2,B,4,100,coherent,short,NA,0,40,7027.8,"[""<img src=\""jspsych/stimuli/sandra1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B4.png\"" width=\""480\"" height=\""270\"">""]",across,65,-40,40
327,23,Sandra,1,B,2,58,Sandra,2,B,8,104,coherent,short,NA,88,45,7675.3,"[""<img src=\""jspsych/stimuli/sandra1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B8.png\"" width=\""480\"" height=\""270\"">""]",across,66,43,43
327,23,Charles,2,B,7,95,Charles,2,C,7,111,mainplot,mainplot,NA,29,15,6387.3,"[""<img src=\""jspsych/stimuli/charles2B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C7.png\"" width=\""480\"" height=\""270\"">""]",random,68,14,14
327,23,Sandra,2,B,1,97,Sandra,2,B,6,102,coherent,short,NA,15,4,4978.3,"[""<img src=\""jspsych/stimuli/sandra2B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B6.png\"" width=\""480\"" height=\""270\"">""]",within,70,11,11
327,23,Beatrice,1,B,1,41,Beatrice,2,A,1,81,unrelated,short,NA,110,39,5404.1,"[""<img src=\""jspsych/stimuli/beatrice1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A1.png\"" width=\""480\"" height=\""270\"">""]",across,71,71,71
327,23,Charles,1,A,6,6,Charles,2,C,6,110,mainplot,long,NA,80,103,6435,"[""<img src=\""jspsych/stimuli/charles1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C6.png\"" width=\""480\"" height=\""270\"">""]",across,72,-23,23
327,23,Charles,1,C,2,34,Charles,1,C,8,40,mainplot,mainplot,NA,0,5,6923.3,"[""<img src=\""jspsych/stimuli/charles1C2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1C8.png\"" width=\""480\"" height=\""270\"">""]",within,73,-5,5
327,23,Sandra,1,B,5,61,Sandra,2,B,3,99,coherent,short,NA,81,37,6011.2,"[""<img src=\""jspsych/stimuli/sandra1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B3.png\"" width=\""480\"" height=\""270\"">""]",across,74,44,44
327,23,Sandra,1,B,8,64,Sandra,2,B,8,104,coherent,short,NA,113,39,5700,"[""<img src=\""jspsych/stimuli/sandra1B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B8.png\"" width=\""480\"" height=\""270\"">""]",across,75,74,74
327,23,Charles,1,A,7,7,Charles,1,B,1,17,mainplot,mainplot,NA,36,9,7780,"[""<img src=\""jspsych/stimuli/charles1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B1.png\"" width=\""480\"" height=\""270\"">""]",random,76,27,27
327,23,Sandra,1,B,4,60,Sandra,2,B,4,100,coherent,short,NA,116,39,8743.8,"[""<img src=\""jspsych/stimuli/sandra1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B4.png\"" width=\""480\"" height=\""270\"">""]",across,77,77,77
327,23,Beatrice,1,B,7,47,Beatrice,2,A,5,85,unrelated,short,NA,105,37,4645.3,"[""<img src=\""jspsych/stimuli/beatrice1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A5.png\"" width=\""480\"" height=\""270\"">""]",across,78,68,68
327,23,Johnny,1,B,7,31,Johnny,2,A,7,135,unrelated,long,NA,95,103,3700.2,"[""<img src=\""jspsych/stimuli/johnny1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A7.png\"" width=\""480\"" height=\""270\"">""]",across,79,-8,8
327,23,Charles,2,B,3,91,Charles,2,C,1,105,mainplot,mainplot,NA,15,13,4908.8,"[""<img src=\""jspsych/stimuli/charles2B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C1.png\"" width=\""480\"" height=\""270\"">""]",random,80,2,2
327,23,Charles,1,C,1,33,Charles,2,D,1,121,mainplot,mainplot,NA,116,87,3548.2,"[""<img src=\""jspsych/stimuli/charles1C1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D1.png\"" width=\""480\"" height=\""270\"">""]",random,81,29,29
327,23,Melvin,1,B,4,12,Melvin,2,B,4,116,coherent,long,NA,111,103,4491.7,"[""<img src=\""jspsych/stimuli/melvin1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B4.png\"" width=\""480\"" height=\""270\"">""]",across,82,8,8
327,23,Sandra,1,B,6,62,Charles,1,E,6,70,coherent,short,NA,97,7,8763.7,"[""<img src=\""jspsych/stimuli/sandra1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1E6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,83,90,90
327,23,Sandra,1,B,5,61,Sandra,2,B,7,103,coherent,short,NA,0,41,3188.9,"[""<img src=\""jspsych/stimuli/sandra1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B7.png\"" width=\""480\"" height=\""270\"">""]",across,84,-41,41
327,23,Charles,1,D,7,55,Charles,2,B,7,95,mainplot,short,NA,40,39,4517.6,"[""<img src=\""jspsych/stimuli/charles1D7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B7.png\"" width=\""480\"" height=\""270\"">""]",across,85,1,1
327,23,Charles,1,E,3,67,Charles,2,A,4,76,mainplot,mainplot,NA,31,8,9669.1,"[""<img src=\""jspsych/stimuli/charles1E3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A4.png\"" width=\""480\"" height=\""270\"">""]",adjacent,86,23,23
327,23,Johnny,2,A,1,129,Johnny,2,A,6,134,unrelated,long,NA,42,4,9219.4,"[""<img src=\""jspsych/stimuli/johnny2A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A6.png\"" width=\""480\"" height=\""270\"">""]",within,87,38,38
327,23,Johnny,1,B,2,26,Johnny,2,A,2,130,unrelated,long,NA,28,103,6356.6,"[""<img src=\""jspsych/stimuli/johnny1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A2.png\"" width=\""480\"" height=\""270\"">""]",across,88,-75,75
327,23,Charles,1,A,4,4,Charles,2,E,4,140,mainplot,mainplot,NA,136,135,7842.8,"[""<img src=\""jspsych/stimuli/charles1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E4.png\"" width=\""480\"" height=\""270\"">""]",random,89,1,1
327,23,Charles,2,B,6,94,Sandra,2,B,6,102,coherent,short,NA,12,7,5251.9,"[""<img src=\""jspsych/stimuli/charles2B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,90,5,5
327,23,Charles,1,D,6,54,Sandra,1,B,6,62,coherent,short,NA,23,7,8140.3,"[""<img src=\""jspsych/stimuli/charles1D6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra1B6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,91,16,16
327,23,Melvin,2,B,3,115,Melvin,2,B,8,120,coherent,long,NA,0,4,4236,"[""<img src=\""jspsych/stimuli/melvin2B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B8.png\"" width=\""480\"" height=\""270\"">""]",within,92,-4,4
327,23,Charles,1,C,4,36,Charles,2,A,4,76,mainplot,short,NA,10,39,4612.8,"[""<img src=\""jspsych/stimuli/charles1C4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A4.png\"" width=\""480\"" height=\""270\"">""]",across,93,-29,29
327,23,Sandra,1,B,1,57,Sandra,1,B,6,62,coherent,short,NA,10,4,3451.3,"[""<img src=\""jspsych/stimuli/sandra1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra1B6.png\"" width=\""480\"" height=\""270\"">""]",within,94,6,6
327,23,Charles,1,B,2,18,Charles,1,B,5,21,mainplot,mainplot,NA,8,2,8867.8,"[""<img src=\""jspsych/stimuli/charles1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B5.png\"" width=\""480\"" height=\""270\"">""]",within,95,6,6
327,23,Charles,1,C,5,37,Charles,2,E,5,141,mainplot,long,NA,125,103,3556.2,"[""<img src=\""jspsych/stimuli/charles1C5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E5.png\"" width=\""480\"" height=\""270\"">""]",across,96,22,22
327,23,Charles,1,B,4,20,Charles,2,B,1,89,mainplot,mainplot,NA,58,68,4756,"[""<img src=\""jspsych/stimuli/charles1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B1.png\"" width=\""480\"" height=\""270\"">""]",random,97,-10,10
327,23,Johnny,1,B,5,29,Johnny,2,A,3,131,unrelated,long,NA,109,101,6349.3,"[""<img src=\""jspsych/stimuli/johnny1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A3.png\"" width=\""480\"" height=\""270\"">""]",across,98,8,8
327,23,Charles,2,C,8,112,Melvin,2,B,8,120,coherent,long,NA,48,7,5120.9,"[""<img src=\""jspsych/stimuli/charles2C8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,100,41,41
327,23,Johnny,1,B,8,32,Johnny,2,A,8,136,unrelated,long,NA,118,103,4476.5,"[""<img src=\""jspsych/stimuli/johnny1B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A8.png\"" width=\""480\"" height=\""270\"">""]",across,101,15,15
327,23,Charles,1,D,4,52,Charles,2,B,4,92,mainplot,short,NA,41,39,4652.2,"[""<img src=\""jspsych/stimuli/charles1D4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B4.png\"" width=\""480\"" height=\""270\"">""]",across,102,2,2
327,23,Beatrice,1,B,5,45,Beatrice,2,A,2,82,unrelated,short,NA,100,36,7403.7,"[""<img src=\""jspsych/stimuli/beatrice1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A2.png\"" width=\""480\"" height=\""270\"">""]",across,103,64,64
327,23,Sandra,1,B,4,60,Sandra,2,B,2,98,coherent,short,NA,102,37,5828.1,"[""<img src=\""jspsych/stimuli/sandra1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B2.png\"" width=\""480\"" height=\""270\"">""]",across,104,65,65
327,23,Johnny,1,B,3,27,Johnny,2,A,4,132,unrelated,long,NA,124,104,3675,"[""<img src=\""jspsych/stimuli/johnny1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A4.png\"" width=\""480\"" height=\""270\"">""]",across,105,20,20
327,23,Beatrice,1,B,4,44,Beatrice,2,A,1,81,unrelated,short,NA,104,36,3876.5,"[""<img src=\""jspsych/stimuli/beatrice1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2A1.png\"" width=\""480\"" height=\""270\"">""]",across,106,68,68
