subject,version,character_1,act_1,event_1,image_1,position_1,character_2,act_2,event_2,image_2,position_2,coherence,lag,plot,response,correct_distance,rt,stimulus,condition,trial_index,error,abs_error
302,25,Melvin,2,A,8,88,Charles,2,B,8,96,unrelated,short,NA,26,7,5628.8,"[""<img src=\""jspsych/stimuli/melvin2A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,190,19,19
321,29,Melvin,1,B,2,58,Melvin,2,B,8,104,coherent,short,NA,56,45,9239.9,"[""<img src=\""jspsych/stimuli/melvin1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B8.png\"" width=\""480\"" height=\""270\"">""]",across,23,11,11
321,29,Melvin,1,B,5,61,Melvin,2,B,7,103,coherent,short,NA,56,41,5715.2,"[""<img src=\""jspsych/stimuli/melvin1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B7.png\"" width=\""480\"" height=\""270\"">""]",across,24,15,15
321,29,Melvin,1,B,5,61,Melvin,2,B,5,101,coherent,short,NA,68,39,5700.3,"[""<img src=\""jspsych/stimuli/melvin1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B5.png\"" width=\""480\"" height=\""270\"">""]",across,25,29,29
321,29,Charles,2,D,5,125,Charles,2,E,2,138,mainplot,mainplot,NA,3,12,5884.2,"[""<img src=\""jspsych/stimuli/charles2D5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E2.png\"" width=\""480\"" height=\""270\"">""]",random,26,-9,9
321,29,Charles,2,C,3,107,Sandra,2,A,3,115,unrelated,long,NA,85,7,6387.5,"[""<img src=\""jspsych/stimuli/charles2C3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,27,78,78
321,29,Charles,1,D,4,52,Charles,2,B,4,92,mainplot,short,NA,41,39,4747.3,"[""<img src=\""jspsych/stimuli/charles1D4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B4.png\"" width=\""480\"" height=\""270\"">""]",across,28,2,2
321,29,Charles,1,A,8,8,Sandra,1,B,8,16,unrelated,long,NA,16,7,7372.1,"[""<img src=\""jspsych/stimuli/charles1A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra1B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,29,9,9
321,29,Melvin,2,B,1,97,Charles,2,C,1,105,coherent,short,NA,37,7,6212.3,"[""<img src=\""jspsych/stimuli/melvin2B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,30,30,30
321,29,Beatrice,1,B,4,28,Beatrice,2,B,4,132,coherent,long,NA,22,103,6845.7,"[""<img src=\""jspsych/stimuli/beatrice1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B4.png\"" width=\""480\"" height=\""270\"">""]",across,31,-81,81
321,29,Melvin,2,B,6,102,Charles,2,C,6,110,coherent,short,NA,33,7,8187.7,"[""<img src=\""jspsych/stimuli/melvin2B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,32,26,26
321,29,Melvin,1,B,3,59,Melvin,2,B,4,100,coherent,short,NA,43,40,9155.4,"[""<img src=\""jspsych/stimuli/melvin1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B4.png\"" width=\""480\"" height=\""270\"">""]",across,33,3,3
321,29,Charles,1,E,4,68,Charles,2,C,4,108,mainplot,short,NA,86,39,7092.5,"[""<img src=\""jspsych/stimuli/charles1E4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C4.png\"" width=\""480\"" height=\""270\"">""]",across,34,47,47
321,29,Sandra,1,B,3,11,Sandra,1,B,8,16,unrelated,long,NA,5,4,6323.6,"[""<img src=\""jspsych/stimuli/sandra1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra1B8.png\"" width=\""480\"" height=\""270\"">""]",within,35,1,1
321,29,Johnny,1,B,6,46,Johnny,2,A,1,81,unrelated,short,NA,3,34,7956.3,"[""<img src=\""jspsych/stimuli/johnny1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A1.png\"" width=\""480\"" height=\""270\"">""]",across,36,-31,31
321,29,Johnny,1,B,7,47,Johnny,2,A,7,87,unrelated,short,NA,12,39,5244.2,"[""<img src=\""jspsych/stimuli/johnny1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A7.png\"" width=\""480\"" height=\""270\"">""]",across,37,-27,27
321,29,Charles,1,D,3,51,Charles,1,D,7,55,mainplot,mainplot,NA,3,3,7971.7,"[""<img src=\""jspsych/stimuli/charles1D3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1D7.png\"" width=\""480\"" height=\""270\"">""]",within,38,0,0
321,29,Charles,1,E,5,69,Charles,2,C,5,109,mainplot,short,NA,113,39,8475.8,"[""<img src=\""jspsych/stimuli/charles1E5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C5.png\"" width=\""480\"" height=\""270\"">""]",across,39,74,74
321,29,Charles,1,C,6,38,Charles,2,D,7,127,mainplot,mainplot,NA,121,88,6141.2,"[""<img src=\""jspsych/stimuli/charles1C6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D7.png\"" width=\""480\"" height=\""270\"">""]",random,40,33,33
321,29,Charles,1,D,7,55,Charles,2,B,7,95,mainplot,short,NA,97,39,6932.2,"[""<img src=\""jspsych/stimuli/charles1D7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B7.png\"" width=\""480\"" height=\""270\"">""]",across,41,58,58
321,29,Johnny,1,B,5,45,Johnny,2,A,2,82,unrelated,short,NA,82,36,8963.5,"[""<img src=\""jspsych/stimuli/johnny1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A2.png\"" width=\""480\"" height=\""270\"">""]",across,42,46,46
321,29,Sandra,1,B,2,10,Sandra,2,A,5,117,unrelated,long,NA,95,106,8851.5,"[""<img src=\""jspsych/stimuli/sandra1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A5.png\"" width=\""480\"" height=\""270\"">""]",across,43,-11,11
321,29,Sandra,2,A,3,115,Sandra,2,A,8,120,unrelated,long,NA,6,4,4395.7,"[""<img src=\""jspsych/stimuli/sandra2A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A8.png\"" width=\""480\"" height=\""270\"">""]",within,44,2,2
321,29,Charles,1,E,2,66,Charles,2,C,2,106,mainplot,short,NA,102,39,5325.4,"[""<img src=\""jspsych/stimuli/charles1E2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C2.png\"" width=\""480\"" height=\""270\"">""]",across,45,63,63
321,29,Charles,1,B,4,20,Charles,1,D,5,53,mainplot,mainplot,NA,5,32,7395.5,"[""<img src=\""jspsych/stimuli/charles1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1D5.png\"" width=\""480\"" height=\""270\"">""]",random,46,-27,27
321,29,Charles,1,B,5,21,Charles,2,D,5,125,mainplot,long,NA,135,103,3916.7,"[""<img src=\""jspsych/stimuli/charles1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D5.png\"" width=\""480\"" height=\""270\"">""]",across,47,32,32
321,29,Melvin,1,B,7,63,Melvin,2,B,5,101,coherent,short,NA,15,37,7651.8,"[""<img src=\""jspsych/stimuli/melvin1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B5.png\"" width=\""480\"" height=\""270\"">""]",across,48,-22,22
321,29,Charles,1,A,2,2,Charles,2,C,2,106,mainplot,long,NA,60,103,4891.5,"[""<img src=\""jspsych/stimuli/charles1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C2.png\"" width=\""480\"" height=\""270\"">""]",across,49,-43,43
321,29,Beatrice,1,B,1,25,Beatrice,1,B,6,30,coherent,long,NA,44,4,7219.2,"[""<img src=\""jspsych/stimuli/beatrice1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice1B6.png\"" width=\""480\"" height=\""270\"">""]",within,51,40,40
321,29,Johnny,1,B,6,46,Johnny,2,A,4,84,unrelated,short,NA,64,37,9660.8,"[""<img src=\""jspsych/stimuli/johnny1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A4.png\"" width=\""480\"" height=\""270\"">""]",across,52,27,27
321,29,Charles,1,A,6,6,Charles,2,C,6,110,mainplot,long,NA,54,103,6590.9,"[""<img src=\""jspsych/stimuli/charles1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C6.png\"" width=\""480\"" height=\""270\"">""]",across,53,-49,49
321,29,Johnny,1,B,4,44,Johnny,2,A,6,86,unrelated,short,NA,82,41,4051.9,"[""<img src=\""jspsych/stimuli/johnny1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A6.png\"" width=\""480\"" height=\""270\"">""]",across,54,41,41
321,29,Charles,1,E,2,66,Charles,2,A,3,75,mainplot,mainplot,NA,93,8,3219.9,"[""<img src=\""jspsych/stimuli/charles1E2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,55,85,85
321,29,Johnny,1,B,4,44,Johnny,2,A,1,81,unrelated,short,NA,25,36,4884.3,"[""<img src=\""jspsych/stimuli/johnny1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A1.png\"" width=\""480\"" height=\""270\"">""]",across,56,-11,11
321,29,Charles,2,C,8,112,Sandra,2,A,8,120,unrelated,long,NA,57,7,5075.6,"[""<img src=\""jspsych/stimuli/charles2C8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,57,50,50
321,29,Johnny,1,B,2,42,Johnny,2,A,5,85,unrelated,short,NA,56,42,7167.4,"[""<img src=\""jspsych/stimuli/johnny1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A5.png\"" width=\""480\"" height=\""270\"">""]",across,59,14,14
321,29,Charles,1,C,4,36,Charles,2,A,4,76,mainplot,short,NA,74,39,5507.8,"[""<img src=\""jspsych/stimuli/charles1C4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A4.png\"" width=\""480\"" height=\""270\"">""]",across,60,35,35
321,29,Melvin,1,B,4,60,Melvin,2,B,8,104,coherent,short,NA,67,43,5844.9,"[""<img src=\""jspsych/stimuli/melvin1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B8.png\"" width=\""480\"" height=\""270\"">""]",across,61,24,24
321,29,Beatrice,1,B,5,29,Beatrice,2,B,3,131,coherent,long,NA,58,101,6475.5,"[""<img src=\""jspsych/stimuli/beatrice1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B3.png\"" width=\""480\"" height=\""270\"">""]",across,62,-43,43
321,29,Charles,1,C,2,34,Charles,1,C,8,40,mainplot,mainplot,NA,27,5,7339.8,"[""<img src=\""jspsych/stimuli/charles1C2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1C8.png\"" width=\""480\"" height=\""270\"">""]",within,63,22,22
321,29,Johnny,2,A,3,83,Johnny,2,A,8,88,unrelated,short,NA,9,4,3892.1,"[""<img src=\""jspsych/stimuli/johnny2A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A8.png\"" width=\""480\"" height=\""270\"">""]",within,64,5,5
321,29,Johnny,1,B,2,42,Johnny,2,A,2,82,unrelated,short,NA,63,39,6612.5,"[""<img src=\""jspsych/stimuli/johnny1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A2.png\"" width=\""480\"" height=\""270\"">""]",across,65,24,24
321,29,Sandra,1,B,4,12,Sandra,2,A,4,116,unrelated,long,NA,83,103,5355.9,"[""<img src=\""jspsych/stimuli/sandra1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A4.png\"" width=\""480\"" height=\""270\"">""]",across,66,-20,20
321,29,Charles,2,B,7,95,Charles,2,C,7,111,mainplot,mainplot,NA,6,15,3572.2,"[""<img src=\""jspsych/stimuli/charles2B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C7.png\"" width=\""480\"" height=\""270\"">""]",random,67,-9,9
321,29,Johnny,1,B,1,41,Johnny,2,A,4,84,unrelated,short,NA,77,42,6203.6,"[""<img src=\""jspsych/stimuli/johnny1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A4.png\"" width=\""480\"" height=\""270\"">""]",across,68,35,35
321,29,Charles,2,B,3,91,Charles,2,C,1,105,mainplot,mainplot,NA,8,13,3730.4,"[""<img src=\""jspsych/stimuli/charles2B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C1.png\"" width=\""480\"" height=\""270\"">""]",random,69,-5,5
321,29,Charles,2,D,1,121,Beatrice,2,B,1,129,coherent,long,NA,123,7,8795.8,"[""<img src=\""jspsych/stimuli/charles2D1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,70,116,116
321,29,Melvin,1,B,3,59,Melvin,2,B,7,103,coherent,short,NA,78,43,7718.3,"[""<img src=\""jspsych/stimuli/melvin1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B7.png\"" width=\""480\"" height=\""270\"">""]",across,72,35,35
321,29,Charles,1,A,3,3,Charles,1,A,8,8,mainplot,mainplot,NA,31,4,5772.3,"[""<img src=\""jspsych/stimuli/charles1A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1A8.png\"" width=\""480\"" height=\""270\"">""]",within,73,27,27
321,29,Beatrice,1,B,4,28,Beatrice,2,B,8,136,coherent,long,NA,116,107,4554.8,"[""<img src=\""jspsych/stimuli/beatrice1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B8.png\"" width=\""480\"" height=\""270\"">""]",across,74,9,9
321,29,Sandra,1,B,6,14,Sandra,2,A,1,113,unrelated,long,NA,18,98,9963.7,"[""<img src=\""jspsych/stimuli/sandra1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A1.png\"" width=\""480\"" height=\""270\"">""]",across,75,-80,80
321,29,Charles,1,C,5,37,Charles,2,E,5,141,mainplot,long,NA,135,103,5893.5,"[""<img src=\""jspsych/stimuli/charles1C5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E5.png\"" width=\""480\"" height=\""270\"">""]",across,76,32,32
321,29,Johnny,2,A,3,83,Charles,2,B,3,91,unrelated,short,NA,42,7,7579.5,"[""<img src=\""jspsych/stimuli/johnny2A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,77,35,35
321,29,Beatrice,1,B,3,27,Beatrice,2,B,4,132,coherent,long,NA,81,104,8051.4,"[""<img src=\""jspsych/stimuli/beatrice1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B4.png\"" width=\""480\"" height=\""270\"">""]",across,78,-23,23
321,29,Beatrice,1,B,5,29,Beatrice,2,B,5,133,coherent,long,NA,62,103,4524.1,"[""<img src=\""jspsych/stimuli/beatrice1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B5.png\"" width=\""480\"" height=\""270\"">""]",across,79,-41,41
321,29,Sandra,1,B,1,9,Sandra,2,A,1,113,unrelated,long,NA,107,103,6844,"[""<img src=\""jspsych/stimuli/sandra1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A1.png\"" width=\""480\"" height=\""270\"">""]",across,80,4,4
321,29,Sandra,1,B,6,14,Sandra,2,A,4,116,unrelated,long,NA,90,101,6347.7,"[""<img src=\""jspsych/stimuli/sandra1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A4.png\"" width=\""480\"" height=\""270\"">""]",across,81,-11,11
321,29,Charles,2,B,6,94,Melvin,2,B,6,102,coherent,short,NA,46,7,5765,"[""<img src=\""jspsych/stimuli/charles2B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,82,39,39
321,29,Beatrice,1,B,7,31,Beatrice,2,B,7,135,coherent,long,NA,65,103,6011.6,"[""<img src=\""jspsych/stimuli/beatrice1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B7.png\"" width=\""480\"" height=\""270\"">""]",across,83,-38,38
321,29,Sandra,1,B,5,13,Sandra,2,A,2,114,unrelated,long,NA,121,100,6715.8,"[""<img src=\""jspsych/stimuli/sandra1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A2.png\"" width=\""480\"" height=\""270\"">""]",across,84,21,21
321,29,Charles,1,A,4,4,Charles,2,E,4,140,mainplot,mainplot,NA,134,135,7595.3,"[""<img src=\""jspsych/stimuli/charles1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E4.png\"" width=\""480\"" height=\""270\"">""]",random,85,-1,1
321,29,Charles,1,A,2,2,Charles,2,E,5,141,mainplot,mainplot,NA,130,138,4251.3,"[""<img src=\""jspsych/stimuli/charles1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E5.png\"" width=\""480\"" height=\""270\"">""]",random,87,-8,8
321,29,Melvin,1,B,2,58,Melvin,2,B,2,98,coherent,short,NA,91,39,6955.8,"[""<img src=\""jspsych/stimuli/melvin1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B2.png\"" width=\""480\"" height=\""270\"">""]",across,88,52,52
321,29,Melvin,1,B,2,58,Melvin,2,B,5,101,coherent,short,NA,89,42,3067,"[""<img src=\""jspsych/stimuli/melvin1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B5.png\"" width=\""480\"" height=\""270\"">""]",across,89,47,47
321,29,Charles,1,A,6,6,Charles,2,B,2,90,mainplot,mainplot,NA,45,83,3796.8,"[""<img src=\""jspsych/stimuli/charles1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B2.png\"" width=\""480\"" height=\""270\"">""]",random,90,-38,38
321,29,Johnny,1,B,3,43,Charles,1,D,3,51,unrelated,short,NA,31,7,9442.9,"[""<img src=\""jspsych/stimuli/johnny1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1D3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,91,24,24
321,29,Charles,1,B,2,18,Charles,2,D,2,122,mainplot,long,NA,90,103,6408.1,"[""<img src=\""jspsych/stimuli/charles1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D2.png\"" width=\""480\"" height=\""270\"">""]",across,92,-13,13
321,29,Beatrice,1,B,1,25,Charles,1,C,1,33,coherent,long,NA,42,7,5895,"[""<img src=\""jspsych/stimuli/beatrice1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1C1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,94,35,35
321,29,Sandra,1,B,7,15,Sandra,2,A,2,114,unrelated,long,NA,95,98,4395.4,"[""<img src=\""jspsych/stimuli/sandra1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A2.png\"" width=\""480\"" height=\""270\"">""]",across,95,-3,3
321,29,Sandra,2,A,8,120,Charles,2,D,8,128,unrelated,long,NA,35,7,6555.1,"[""<img src=\""jspsych/stimuli/sandra2A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,96,28,28
321,29,Charles,2,E,1,137,Charles,1,E,6,142,mainplot,mainplot,NA,7,4,8394.7,"[""<img src=\""jspsych/stimuli/charles2E1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1E6.png\"" width=\""480\"" height=\""270\"">""]",within,97,3,3
321,29,Charles,1,B,4,20,Charles,2,B,1,89,mainplot,mainplot,NA,49,68,3308.4,"[""<img src=\""jspsych/stimuli/charles1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B1.png\"" width=\""480\"" height=\""270\"">""]",random,98,-19,19
321,29,Johnny,1,B,5,45,Johnny,2,A,7,87,unrelated,short,NA,84,41,4780.4,"[""<img src=\""jspsych/stimuli/johnny1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A7.png\"" width=\""480\"" height=\""270\"">""]",across,99,43,43
321,29,Johnny,1,B,6,46,Johnny,2,A,6,86,unrelated,short,NA,89,39,3203.4,"[""<img src=\""jspsych/stimuli/johnny1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A6.png\"" width=\""480\"" height=\""270\"">""]",across,100,50,50
321,29,Sandra,1,B,4,12,Sandra,2,A,6,118,unrelated,long,NA,93,105,2668,"[""<img src=\""jspsych/stimuli/sandra1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A6.png\"" width=\""480\"" height=\""270\"">""]",across,101,-12,12
321,29,Charles,1,A,4,4,Charles,2,C,4,108,mainplot,long,NA,35,103,4339.4,"[""<img src=\""jspsych/stimuli/charles1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C4.png\"" width=\""480\"" height=\""270\"">""]",across,102,-68,68
321,29,Melvin,1,B,1,57,Charles,1,E,1,65,coherent,short,NA,50,7,5067.6,"[""<img src=\""jspsych/stimuli/melvin1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1E1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,103,43,43
321,29,Charles,1,D,2,50,Charles,2,A,1,73,mainplot,mainplot,NA,80,22,5699.5,"[""<img src=\""jspsych/stimuli/charles1D2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A1.png\"" width=\""480\"" height=\""270\"">""]",random,104,58,58
321,29,Charles,1,D,6,54,Charles,2,D,2,122,mainplot,mainplot,NA,83,67,4347.6,"[""<img src=\""jspsych/stimuli/charles1D6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D2.png\"" width=\""480\"" height=\""270\"">""]",random,105,16,16
321,29,Charles,1,C,7,39,Charles,2,A,7,79,mainplot,short,NA,93,39,5262.3,"[""<img src=\""jspsych/stimuli/charles1C7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A7.png\"" width=\""480\"" height=\""270\"">""]",across,106,54,54
321,29,Beatrice,1,B,8,32,Beatrice,2,B,3,131,coherent,long,NA,93,98,2293,"[""<img src=\""jspsych/stimuli/beatrice1B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B3.png\"" width=\""480\"" height=\""270\"">""]",across,107,-5,5
321,29,Charles,1,A,7,7,Charles,1,B,1,17,mainplot,mainplot,NA,11,9,5693.7,"[""<img src=\""jspsych/stimuli/charles1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B1.png\"" width=\""480\"" height=\""270\"">""]",random,108,2,2
321,29,Sandra,1,B,2,10,Sandra,2,A,2,114,unrelated,long,NA,100,103,5236.5,"[""<img src=\""jspsych/stimuli/sandra1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2A2.png\"" width=\""480\"" height=\""270\"">""]",across,109,-3,3
321,29,Johnny,1,B,2,42,Johnny,2,A,7,87,unrelated,short,NA,101,44,3131.8,"[""<img src=\""jspsych/stimuli/johnny1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A7.png\"" width=\""480\"" height=\""270\"">""]",across,110,57,57
321,29,Charles,2,E,4,140,Charles,2,E,7,143,mainplot,mainplot,NA,2,2,4413.2,"[""<img src=\""jspsych/stimuli/charles2E4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E7.png\"" width=\""480\"" height=\""270\"">""]",within,111,0,0
321,29,Beatrice,1,B,2,26,Beatrice,2,B,2,130,coherent,long,NA,136,103,5532.9,"[""<img src=\""jspsych/stimuli/beatrice1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B2.png\"" width=\""480\"" height=\""270\"">""]",across,112,33,33
321,29,Johnny,1,B,1,41,Johnny,2,A,6,86,unrelated,short,NA,99,44,6244.5,"[""<img src=\""jspsych/stimuli/johnny1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A6.png\"" width=\""480\"" height=\""270\"">""]",across,113,55,55
321,29,Melvin,2,B,1,97,Melvin,2,B,6,102,coherent,short,NA,62,4,4836.4,"[""<img src=\""jspsych/stimuli/melvin2B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2B6.png\"" width=\""480\"" height=\""270\"">""]",within,114,58,58
321,29,Charles,1,C,3,35,Charles,1,D,8,56,mainplot,mainplot,NA,4,20,3676.3,"[""<img src=\""jspsych/stimuli/charles1C3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1D8.png\"" width=\""480\"" height=\""270\"">""]",random,115,-16,16
321,29,Melvin,1,B,6,62,Charles,1,E,6,70,coherent,short,NA,106,7,6404.3,"[""<img src=\""jspsych/stimuli/melvin1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1E6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,116,99,99
